Fecha;Aceites lubricantes;Asfalto;Bunker;Ceras;Combustible turbo jet;Diesel bajo azufre;Diesel ultra bajo azufre;Gas licuado de petróleo;Gasolina de aviación;Gasolina regular;Gasolina superior;Grasas lubricantes;Kerosina;"Mezclas
oleosas";Naftas;PetCoke;Petróleo crudo;Solventes;Butano;Diesel alto azufre;Orimulsión;Total
sep/2012;0.00;19,861.06;285,599.63;0.00;17,089.80;0.00;0.00;268,875.10;1,124.00;228,205.77;378,478.80;0.00;30,052.01;0.00;0.00;61,612.65;40,445.17;0.00;0.00;632,120.37;0.00;1,963,464.36
oct/2012;0.00;15,420.12;359,066.70;0.00;19,378.90;0.00;0.00;297,829.17;1,307.00;261,347.22;414,523.22;0.00;28,278.43;0.00;0.00;110,937.97;36,948.68;0.00;0.00;728,414.88;0.00;2,273,452.29
nov/2012;0.00;20,434.77;394,482.14;0.00;18,005.60;0.00;0.00;303,422.01;1,100.00;272,657.82;394,751.47;0.00;31,373.64;0.00;0.00;27,937.80;40,052.76;0.00;0.00;812,523.44;0.00;2,316,741.46
dic/2012;0.00;20,346.53;317,771.58;0.00;19,827.40;0.00;0.00;281,757.56;1,195.20;310,407.04;442,191.43;0.00;32,533.44;0.00;0.00;22,090.77;56,283.49;0.00;0.00;848,262.93;0.00;2,352,667.37
ene/2013;0.00;12,205.94;197,658.18;0.00;38,605.36;0.00;0.00;291,844.00;1,489.48;287,985.59;408,557.45;0.00;13,242.55;0.00;0.00;97,515.33;39,542.92;0.00;0.00;863,769.41;0.00;2,252,416.21
feb/2013;0.00;14,270.12;222,606.10;0.00;28,448.02;0.00;0.00;253,221.89;1,226.62;259,659.66;361,215.69;0.00;16,355.46;0.00;0.00;81,654.54;22,225.02;0.00;0.00;808,853.97;0.00;2,069,737.09
mar/2013;0.00;23,907.33;289,422.67;0.00;32,505.06;0.00;0.00;286,869.62;924.00;313,075.45;413,744.86;0.00;16,675.00;0.00;0.00;131,379.05;50,215.89;0.00;0.00;898,352.20;0.00;2,457,071.13
abr/2013;0.00;23,075.02;328,809.80;0.00;32,725.43;0.00;0.00;287,216.30;1,100.00;330,070.65;409,238.30;0.00;15,424.52;0.00;0.00;73,378.09;41,087.97;0.00;0.00;966,103.92;0.00;2,508,230.00
may/2013;0.00;20,716.42;434,716.65;0.00;32,306.94;0.00;0.00;301,770.53;1,173.74;313,131.36;403,354.79;0.00;13,608.37;0.00;0.00;99,652.69;34,639.10;0.00;0.00;827,601.25;0.00;2,482,671.83
jun/2013;0.00;19,145.31;384,549.94;0.00;25,064.37;0.00;0.00;275,921.37;1,383.35;287,596.64;402,012.07;0.00;17,894.00;0.00;0.00;113,554.65;41,706.22;0.00;0.00;775,187.12;0.00;2,344,015.04
jul/2013;0.00;19,516.84;286,369.33;0.00;35,532.69;0.00;0.00;292,790.10;1,001.07;314,185.61;425,154.22;0.00;21,247.00;0.00;0.00;111,798.06;40,114.18;0.00;0.00;732,544.52;0.00;2,280,253.62
ago/2013;0.00;16,534.02;284,525.32;0.00;34,875.26;0.00;0.00;282,844.32;1,467.00;288,400.67;416,968.15;0.00;16,948.00;0.00;0.00;100,883.26;43,009.30;0.00;0.00;773,147.90;0.00;2,259,603.19
sep/2013;0.00;10,189.82;191,796.17;0.00;33,980.81;0.00;0.00;278,403.42;1,283.00;249,357.42;379,479.78;0.00;8,640.00;0.00;0.00;75,989.10;38,110.23;0.00;0.00;672,125.16;0.00;1,939,354.91
oct/2013;0.00;10,352.81;200,089.72;0.00;33,725.62;0.00;0.00;285,195.01;1,298.98;314,518.72;430,179.69;0.00;15,461.00;0.00;0.00;62,188.17;37,081.20;0.00;0.00;800,049.12;0.00;2,190,140.04
nov/2013;0.00;10,990.54;182,327.92;0.00;37,678.38;0.00;0.00;253,022.23;587.21;306,638.45;404,692.46;0.00;16,521.00;0.00;0.00;96,463.73;37,046.10;0.00;0.00;821,457.45;0.00;2,167,425.47
dic/2013;0.00;14,139.03;137,481.49;0.00;31,020.65;0.00;0.00;282,335.47;1,284.00;339,969.85;448,135.35;0.00;20,137.00;0.00;0.00;82,518.65;48,041.71;0.00;0.00;860,351.90;0.00;2,265,415.09
ene/2014;0.00;47,657.13;150,401.55;0.00;35,071.79;0.00;0.00;288,260.80;1,504.00;312,139.77;412,617.93;0.00;16,452.26;0.00;0.00;110,646.31;37,212.01;0.00;0.00;917,251.54;0.00;2,329,215.09
feb/2014;0.00;22,039.43;191,584.66;0.00;23,696.10;0.00;0.00;304,312.13;1,283.00;312,142.65;385,430.58;0.00;14,441.12;0.00;0.00;105,986.10;46,110.11;0.00;0.00;890,362.31;0.00;2,297,388.19
mar/2014;0.00;12,159.87;254,936.96;0.00;39,327.74;0.00;0.00;284,201.43;1,132.40;335,869.63;434,863.96;0.00;16,527.30;0.00;0.00;107,499.65;36,453.76;0.00;0.00;1,004,937.39;0.00;2,527,910.09
abr/2014;0.00;22,675.60;293,648.05;0.00;38,975.79;0.00;0.00;250,902.83;329.00;349,155.30;437,470.07;0.00;15,600.00;0.00;0.00;94,527.24;41,751.04;0.00;0.00;972,039.42;0.00;2,517,074.34
may/2014;0.00;22,036.88;295,075.17;0.00;29,820.27;0.00;0.00;305,911.84;1,162.98;332,737.37;427,487.20;0.00;18,620.10;0.00;0.00;105,266.21;43,299.80;0.00;0.00;877,263.31;0.00;2,458,681.13
jun/2014;0.00;20,863.92;211,036.28;0.00;36,833.13;0.00;0.00;285,640.44;733.00;303,016.82;387,299.10;0.00;21,987.50;0.00;0.00;109,708.83;41,730.57;0.00;0.00;733,508.70;0.00;2,152,358.29
jul/2014;0.00;20,046.62;312,203.06;0.00;41,291.71;0.00;0.00;289,827.60;1,502.40;344,659.64;439,137.13;0.00;22,146.22;0.00;0.00;101,908.84;46,099.12;0.00;0.00;826,918.81;0.00;2,445,741.15
ago/2014;0.00;24,450.24;406,297.45;0.00;10,476.40;0.00;0.00;272,617.60;1,466.70;326,356.06;442,953.10;0.00;43,792.26;0.00;0.00;101,477.53;53,158.86;0.00;0.00;793,694.01;0.00;2,476,740.21
sep/2014;0.00;16,173.57;229,889.08;0.00;8,012.40;0.00;0.00;271,079.59;550.00;371,327.13;411,466.28;0.00;37,824.53;0.00;0.00;81,213.02;36,119.87;0.00;0.00;728,498.84;0.00;2,192,154.31
oct/2014;0.00;10,066.11;291,536.98;0.00;9,170.90;0.00;0.00;337,006.14;183.30;343,812.67;459,922.48;0.00;44,198.40;0.00;0.00;101,071.19;53,692.16;0.00;0.00;836,278.12;0.00;2,486,938.45
nov/2014;0.00;17,687.89;190,635.70;0.00;7,357.70;0.00;0.00;303,666.70;190.50;343,918.56;436,467.90;0.00;42,604.50;0.00;0.00;116,686.02;49,256.09;0.00;0.00;885,713.74;0.00;2,394,185.30
dic/2014;0.00;16,337.76;211,555.82;0.00;39,959.47;0.00;0.00;311,419.96;1,142.90;464,223.15;538,899.26;0.00;19,815.75;0.00;0.00;119,369.80;60,321.90;0.00;0.00;1,021,378.09;0.00;2,804,423.86
ene/2015;0.00;14,013.06;243,511.92;0.00;41,308.34;0.00;0.00;317,220.91;1,353.80;419,102.72;503,135.70;0.00;12,126.41;0.00;0.00;76,805.25;40,255.58;0.00;0.00;1,014,706.21;0.00;2,683,539.90
feb/2015;0.00;10,763.45;189,006.84;0.00;32,165.25;0.00;0.00;315,364.36;958.40;398,167.69;454,190.88;0.00;28,906.68;0.00;0.00;88,685.69;41,687.16;0.00;0.00;980,149.84;0.00;2,540,046.24
mar/2015;0.00;26,761.09;253,562.02;0.00;38,204.73;0.00;0.00;338,142.32;1,478.49;457,246.14;521,879.26;0.00;16,930.56;0.00;0.00;107,757.21;54,482.32;0.00;0.00;1,142,551.06;0.00;2,958,995.20
abr/2015;0.00;17,237.77;318,449.80;0.00;39,177.71;0.00;0.00;320,920.88;1,119.05;413,451.11;486,779.41;0.00;9,165.79;0.00;0.00;112,963.40;34,156.09;0.00;0.00;1,011,167.74;0.00;2,764,588.75
may/2015;0.00;14,038.74;367,017.51;0.00;34,301.53;0.00;0.00;328,177.80;952.43;415,570.95;483,594.83;0.00;19,259.07;0.00;0.00;92,041.35;40,588.91;0.00;0.00;944,316.66;0.00;2,739,859.78
jun/2015;0.00;13,095.63;315,322.36;0.00;39,977.57;0.00;0.00;331,140.05;772.03;414,466.18;480,892.11;0.00;16,406.36;0.00;0.00;112,288.55;35,207.32;0.00;0.00;880,016.47;0.00;2,639,584.63
jul/2015;0.00;16,218.35;350,976.98;0.00;42,322.79;0.00;0.00;363,251.96;1,658.20;440,729.53;515,322.66;0.00;19,274.98;0.00;0.00;106,971.26;31,447.00;0.00;0.00;902,586.36;0.00;2,790,760.07
ago/2015;0.00;14,732.03;519,237.36;0.00;40,414.69;0.00;0.00;333,215.61;1,121.88;439,588.90;513,413.00;0.00;14,996.02;0.00;0.00;108,392.46;43,883.15;0.00;0.00;887,796.85;0.00;2,916,791.95
sep/2015;0.00;9,560.41;342,909.33;0.00;32,730.80;0.00;0.00;364,351.76;1,122.19;422,826.59;501,658.04;0.00;14,495.48;0.00;0.00;96,179.22;34,526.10;0.00;0.00;734,654.22;0.00;2,555,014.13
oct/2015;0.00;7,632.56;304,037.55;0.00;37,102.30;0.00;0.00;364,469.55;928.57;448,971.88;532,741.14;0.00;16,644.12;0.00;0.00;79,944.15;38,501.06;0.00;0.00;834,285.95;0.00;2,665,258.82
nov/2015;0.00;10,137.17;209,107.14;0.00;41,450.50;0.00;0.00;353,643.08;952.40;423,841.82;516,486.95;0.00;15,712.24;0.00;0.00;77,375.21;32,446.10;0.00;0.00;925,431.00;0.00;2,606,583.61
dic/2015;0.00;9,475.85;184,791.46;0.00;43,851.69;0.00;0.00;355,233.65;1,113.18;499,839.17;600,161.72;0.00;18,892.21;0.00;0.00;91,440.75;36,934.50;0.00;0.00;1,047,478.84;0.00;2,889,213.01
ene/2016;0.00;5,542.28;262,150.77;0.00;38,680.60;0.00;0.00;346,512.22;952.98;433,180.34;545,737.53;0.00;16,499.03;0.00;0.00;100,703.08;33,641.00;0.00;0.00;1,084,043.63;0.00;2,867,643.45
feb/2016;0.00;5,939.92;242,970.07;0.00;40,215.13;0.00;0.00;368,867.55;1,143.69;450,916.35;540,459.19;0.00;13,267.85;0.00;0.00;88,817.52;28,012.30;0.00;0.00;1,055,672.64;0.00;2,836,282.21
mar/2016;0.00;5,301.47;312,624.84;0.00;43,123.03;0.00;0.00;372,223.42;1,181.46;486,255.94;575,720.92;0.00;19,388.31;0.00;0.00;69,957.47;31,366.00;0.00;0.00;1,107,296.65;0.00;3,024,439.51
abr/2016;0.00;13,098.88;305,191.05;0.00;37,842.69;0.00;0.00;357,084.22;954.36;467,472.20;545,605.47;0.00;16,511.55;0.00;0.00;80,123.73;13,357.00;0.00;0.00;1,149,175.19;0.00;2,986,416.34
may/2016;0.00;8,723.98;415,456.18;0.00;37,138.19;0.00;0.00;377,629.02;1,142.90;468,710.38;551,000.79;0.00;19,928.34;0.00;0.00;87,793.20;40,423.00;0.00;0.00;1,019,984.40;0.00;3,027,930.37
jun/2016;0.00;3,707.28;292,566.83;0.00;39,135.65;0.00;0.00;355,848.99;952.40;450,758.18;537,583.25;0.00;19,761.88;0.00;0.00;74,829.65;28,875.00;0.00;0.00;888,538.10;0.00;2,692,557.21
jul/2016;0.00;2,287.93;213,537.63;0.00;42,271.27;0.00;0.00;350,429.77;948.56;465,270.48;562,778.84;0.00;18,463.79;0.00;0.00;104,878.35;30,961.50;0.00;0.00;883,716.04;0.00;2,675,544.15
ago/2016;0.00;5,385.99;126,708.78;0.00;44,360.08;0.00;0.00;363,859.51;1,344.69;485,995.83;585,748.50;0.00;19,426.80;0.00;0.00;105,941.22;35,543.60;0.00;0.00;866,270.02;0.00;2,640,585.02
sep/2016;0.00;7,526.62;156,889.89;0.00;33,788.70;0.00;0.00;356,426.23;947.60;456,946.75;548,491.65;0.00;18,463.50;0.00;0.00;90,718.05;37,205.15;0.00;0.00;877,800.56;0.00;2,585,204.70
oct/2016;0.00;9,087.66;208,164.88;0.00;37,341.63;0.00;0.00;373,503.78;1,358.21;476,277.64;573,754.73;0.00;18,939.67;0.00;0.00;68,187.30;48,088.25;0.00;0.00;916,410.70;0.00;2,731,114.44
nov/2016;0.00;9,638.42;224,643.28;0.00;38,112.71;0.00;0.00;372,904.63;750.90;463,726.21;547,323.53;0.00;18,143.40;0.00;0.00;76,857.99;37,957.00;0.00;0.00;1,019,671.97;0.00;2,809,730.04
dic/2016;0.00;10,826.71;227,241.47;0.00;45,344.23;0.00;0.00;372,690.46;974.30;524,242.31;615,251.51;0.00;23,909.55;0.00;0.00;188,037.45;45,686.00;0.00;0.00;1,113,827.10;0.00;3,168,031.09
ene/2017;0.00;5,564.60;268,741.13;0.00;57,975.62;0.00;0.00;358,706.82;1,188.53;477,291.93;546,212.16;0.00;4,453.57;0.00;0.00;118,557.34;27,089.00;0.00;51.93;1,079,339.30;0.00;2,945,171.93
feb/2017;0.00;3,689.22;200,718.22;0.00;57,092.07;0.00;0.00;357,497.97;964.14;453,665.32;526,888.94;0.00;248.63;0.00;0.00;70,714.66;33,909.00;0.00;49.11;1,052,536.01;0.00;2,757,973.29
mar/2017;0.00;8,912.83;146,747.21;0.00;59,574.15;0.00;0.00;351,791.93;1,199.40;523,943.60;592,249.34;0.00;214.24;0.00;0.00;102,621.01;52,165.00;0.00;88.86;1,216,423.42;0.00;3,055,930.99
abr/2017;0.00;6,841.66;173,685.84;0.00;64,589.03;0.00;0.00;360,957.70;1,023.25;500,063.03;530,345.96;0.00;129.95;0.00;0.00;198,383.91;43,273.00;0.00;36.80;1,032,813.29;0.00;2,912,143.42
may/2017;0.00;8,988.46;154,619.14;0.00;59,893.27;0.00;0.00;377,492.16;976.19;516,884.37;588,861.62;0.00;259.57;0.00;0.00;212,011.70;45,402.00;0.00;50.28;1,034,806.24;0.00;3,000,245.00
jun/2017;0.00;12,939.27;140,581.12;0.00;65,459.68;0.00;0.00;378,328.46;952.38;478,491.95;549,378.05;0.00;116.01;0.00;0.00;184,171.01;41,171.92;0.00;61.51;897,511.89;0.00;2,749,163.25
jul/2017;0.00;12,151.22;119,185.53;0.00;71,848.17;0.00;0.00;369,948.64;0.00;521,730.41;607,702.70;0.00;423.28;0.00;0.00;242,807.96;45,818.75;0.00;47.60;938,887.64;0.00;2,930,551.90
ago/2017;0.00;18,295.85;147,847.74;0.00;71,939.54;0.00;0.00;385,834.28;1,142.85;514,086.57;604,650.34;0.00;277.29;0.00;0.00;247,198.62;62,667.50;0.00;50.77;950,188.14;0.00;3,004,179.49
sep/2017;0.00;20,824.19;146,741.02;0.00;50,257.31;0.00;0.00;447,373.59;964.29;492,618.55;560,892.67;0.00;332.46;0.00;0.00;184,904.64;60,278.50;0.00;47.21;894,363.58;0.00;2,859,598.01
oct/2017;0.00;25,225.22;135,560.60;0.00;61,015.54;0.00;0.00;393,901.92;952.38;512,762.32;583,658.83;0.00;211.74;0.00;0.00;113,926.54;89,116.09;0.00;0.00;935,986.17;0.00;2,852,317.35
nov/2017;0.00;38,383.06;115,709.19;0.00;61,290.82;0.00;0.00;409,332.86;1,340.26;510,631.29;563,345.61;0.00;204.43;0.00;0.00;146,069.01;41,866.50;0.00;73.33;1,038,598.26;0.00;2,926,844.62
dic/2017;0.00;31,978.30;129,000.72;0.00;68,044.92;0.00;0.00;404,574.36;1,126.19;574,097.70;635,423.76;0.00;108.69;0.00;0.00;177,572.34;89,124.29;0.00;28.88;1,117,711.45;0.00;3,228,791.60
ene/2018;0.00;24,744.76;122,349.08;0.00;68,372.98;1,105,628.89;15,763.64;421,848.92;1,142.24;528,763.30;581,802.98;0.00;770.40;0.00;0.00;173,232.25;79,652.00;0.00;57.20;0.00;0.00;3,124,128.64
feb/2018;0.00;21,717.40;78,815.78;0.00;54,920.54;1,072,071.67;14,687.22;379,239.07;951.60;502,041.67;545,210.00;0.00;404.74;0.00;0.00;109,496.87;73,770.00;0.00;87.73;0.00;0.00;2,853,414.29
mar/2018;0.00;22,287.44;158,722.77;0.00;67,891.40;1,194,136.18;15,893.32;415,125.90;1,007.52;571,052.13;618,402.18;0.00;204.26;0.00;0.00;274,273.30;49,749.00;0.00;67.08;0.00;0.00;3,388,812.48
abr/2018;0.00;24,880.30;149,741.63;0.00;65,835.66;1,108,452.97;14,929.78;370,434.61;1,404.69;526,979.67;565,665.72;0.00;422.67;0.00;0.00;273,396.67;88,761.00;0.00;43.27;0.00;0.00;3,190,948.64
may/2018;0.00;34,587.38;188,452.23;0.00;61,285.50;1,009,750.15;7,736.86;403,094.74;723.79;544,395.17;570,129.66;0.00;671.90;0.00;0.00;175,846.10;77,485.00;0.00;36.49;0.00;0.00;3,074,194.97
jun/2018;0.00;40,679.67;182,142.23;0.00;67,706.76;930,065.00;7,816.91;390,070.17;561.38;518,911.44;554,431.50;0.00;383.47;0.00;0.00;159,409.05;76,489.00;0.00;88.11;0.00;0.00;2,928,754.69
jul/2018;0.00;54,625.85;156,567.44;0.00;67,215.08;950,343.54;8,053.83;381,128.08;380.95;541,811.12;589,775.97;0.00;366.65;0.00;0.00;102,500.59;102,153.50;0.00;52.01;0.00;0.00;2,954,974.60
ago/2018;0.00;50,840.69;184,168.24;0.00;72,586.20;991,818.15;8,812.43;407,124.75;1,000.00;570,224.11;593,659.63;0.00;427.19;0.00;0.00;204,237.65;83,143.62;0.00;59.71;0.00;0.00;3,168,102.35
sep/2018;0.00;45,219.25;124,107.40;0.00;59,624.17;882,303.53;7,081.41;385,717.79;1,000.00;531,285.29;551,547.83;0.00;96.65;0.00;0.00;261,284.38;93,004.00;0.00;48.54;0.00;0.00;2,942,320.24
oct/2018;0.00;47,762.30;120,634.52;0.00;66,392.11;969,095.04;8,587.08;408,674.34;952.38;573,751.47;579,474.43;0.00;187.64;0.00;0.00;307,141.02;70,523.00;0.00;59.76;0.00;0.00;3,153,235.09
nov/2018;0.00;47,250.31;100,763.50;0.00;73,529.19;1,061,941.91;7,844.21;408,049.58;1,142.86;563,417.57;573,687.35;0.00;271.84;0.00;0.00;286,935.32;81,713.00;0.00;68.01;0.00;0.00;3,206,614.65
dic/2018;0.00;31,557.54;109,649.86;0.00;79,674.76;1,106,130.25;8,369.53;421,872.09;952.38;632,670.17;654,281.25;0.00;272.91;0.00;0.00;311,858.76;94,593.00;0.00;57.80;0.00;0.00;3,451,940.29
ene/2019;21,985.77;29,531.29;125,570.40;26.66;75,489.04;1,152,949.52;8,625.62;421,555.41;1,000.50;596,682.75;601,714.90;595.40;259.20;475.49;286.57;165,807.89;82,300.00;7,412.33;68.31;0.00;0.00;3,292,337.05
feb/2019;18,854.82;44,387.57;133,930.96;25.75;63,990.69;1,103,358.49;7,269.33;402,371.33;976.19;559,109.22;565,425.02;631.57;-35.69;1,911.93;120.08;152,000.02;98,063.00;7,078.95;89.72;0.00;0.00;3,159,558.95
mar/2019;19,205.26;63,919.13;164,290.04;0.00;70,377.90;1,228,025.34;8,943.32;428,149.45;1,053.27;645,266.77;610,720.58;347.80;104.14;2,170.21;251.71;342,482.20;127,462.00;7,840.52;64.64;0.00;0.00;3,720,674.28
abr/2019;18,390.76;43,899.02;156,945.14;873.32;70,541.87;1,160,125.11;7,643.39;414,018.68;0.01;657,570.18;598,956.30;552.97;-48.13;1,944.32;15.13;343,735.26;108,573.00;6,143.69;59.88;0.00;0.00;3,589,939.90
may/2019;22,640.10;66,588.87;223,361.05;745.79;67,768.53;1,134,666.18;9,781.63;426,587.33;1,074.42;666,748.63;611,592.32;322.89;-73.50;2,658.48;61.08;351,666.55;121,253.00;8,595.00;63.44;0.00;0.00;3,716,101.79
jun/2019;20,117.45;49,691.28;125,307.02;919.24;67,452.06;1,012,030.47;8,360.35;399,031.61;1,003.81;641,136.56;595,744.38;296.94;86.01;0.00;4.12;319,891.51;112,667.00;7,438.84;57.93;0.00;0.00;3,361,236.58
jul/2019;20,426.91;74,347.22;159,021.42;35.42;76,715.52;1,030,649.68;8,936.20;419,958.02;1,099.07;650,150.78;615,559.33;366.54;10.89;3,134.83;-22.46;198,491.88;135,670.00;8,447.45;65.75;0.00;0.00;3,403,064.45
ago/2019;22,578.56;77,017.06;148,998.84;0.00;66,531.06;1,070,198.10;9,041.15;419,493.82;1,122.94;668,783.39;632,415.70;394.36;73.61;952.38;7.26;170,236.68;129,913.00;8,685.14;66.12;0.00;0.00;3,426,509.17
sep/2019;18,104.32;62,918.62;109,518.54;0.00;56,736.35;973,358.44;8,446.19;396,860.64;935.26;616,079.30;587,861.84;306.28;80.43;2,215.06;13.98;142,986.06;130,578.00;8,413.38;55.40;0.00;0.00;3,115,468.09
oct/2019;21,550.86;69,868.80;33,606.20;0.00;61,731.51;1,043,629.53;9,433.36;433,917.15;1,193.10;669,008.77;643,044.33;391.11;193.58;2,499.43;21.74;225,348.50;132,696.00;9,481.17;56.76;0.00;0.00;3,357,671.90
nov/2019;18,951.08;57,250.41;126,737.63;0.00;63,858.30;1,122,734.55;8,998.01;430,725.89;1,125.97;643,070.35;620,572.21;397.00;-1,893.08;2,479.15;30.35;290,391.95;107,489.00;13,815.26;77.26;0.00;0.00;3,506,811.29
dic/2019;19,079.56;22,845.74;115,170.39;0.00;39,030.48;1,175,724.83;9,456.65;428,697.64;1,043.74;706,020.77;682,468.14;304.36;35,074.25;2,899.75;55.04;294,706.32;83,915.00;8,004.56;59.41;0.00;0.00;3,624,556.63
ene/2020;23,464.38;12,977.57;132,814.31;0.00;67,346.00;1,184,419.19;9,523.25;421,644.72;1,137.95;640,011.73;622,323.79;546.42;340.77;2,645.63;28.01;307,317.12;64,486.00;9,111.42;84.21;0.00;0.00;3,500,222.47
feb/2020;19,558.69;23,258.89;145,923.81;0.00;58,608.78;1,233,250.24;9,821.78;426,533.15;958.33;652,028.00;633,100.05;354.64;479.92;2,604.12;16.73;248,778.51;104,545.19;9,281.12;73.87;0.00;0.00;3,569,175.82
mar/2020;17,452.84;19,587.38;104,824.84;0.00;37,280.42;1,100,813.77;10,445.97;420,637.14;946.43;573,586.73;509,752.95;377.36;4,564.83;1,267.79;6.83;306,511.61;106,949.57;8,888.12;74.10;0.00;0.00;3,223,968.68
abr/2020;13,476.06;17,494.20;51,247.20;0.00;13,870.41;867,592.28;5,620.48;345,933.61;452.38;458,420.85;391,773.23;362.79;145.45;0.00;6.84;310,990.98;53,000.00;6,706.35;30.42;0.00;0.00;2,537,123.53
may/2020;13,827.56;35,550.36;139,347.72;0.00;17,776.74;828,743.95;4,099.92;362,987.37;380.95;478,771.83;407,482.52;254.57;758.66;0.00;31.18;366,963.69;81,524.00;7,285.70;55.64;0.00;0.00;2,745,842.36
jun/2020;17,170.47;33,842.05;114,881.57;0.00;17,381.30;782,327.99;7,406.06;402,541.02;462.88;516,933.60;388,952.81;268.12;171.89;0.00;51.15;327,627.60;70,605.00;7,672.90;60.20;0.00;0.00;2,688,356.61
jul/2020;18,373.04;43,939.07;119,704.27;0.00;19,154.50;870,354.89;5,067.16;423,328.22;571.45;567,052.50;462,380.81;547.48;297.79;0.00;25.44;281,593.37;86,576.00;9,327.62;69.68;0.00;0.00;2,908,363.29
ago/2020;21,877.37;33,601.74;129,081.54;0.00;19,506.82;885,200.72;9,764.89;483,695.90;1,017.10;647,375.58;574,379.33;385.18;346.31;0.00;12.40;274,835.24;94,364.00;7,451.79;80.22;0.00;0.00;3,182,976.13
sep/2020;21,879.53;26,005.63;123,261.01;0.00;20,238.47;959,013.35;9,735.38;439,581.36;948.80;661,665.58;610,445.10;509.00;287.45;356.40;35.69;158,485.71;95,762.00;11,629.83;54.92;0.00;0.00;3,139,895.21
oct/2020;22,655.15;37,876.73;117,108.19;0.00;29,115.90;1,064,005.30;16,475.25;459,312.45;1,142.86;680,362.07;648,582.82;468.37;266.74;0.00;29.42;254,131.92;128,310.00;12,831.92;68.10;0.00;0.00;3,472,743.19
nov/2020;21,903.24;28,761.42;111,855.80;0.00;33,878.65;1,072,873.46;10,704.69;421,504.59;1,142.86;652,630.16;639,856.62;407.14;231.18;933.81;66.48;209,982.62;91,526.00;10,883.80;70.08;0.00;0.00;3,309,212.60
dic/2020;21,166.56;27,190.81;162,734.65;0.00;38,849.97;1,276,290.85;12,819.54;481,068.86;1,312.55;768,193.03;760,695.45;547.10;-4,603.49;1,116.47;52.58;243,519.81;118,168.00;13,060.54;73.41;0.00;0.00;3,922,256.69
ene/2021;29,777.89;26,925.55;110,449.89;0.00;37,507.18;1,220,637.86;12,064.41;485,759.13;940.90;685,942.97;655,512.66;452.50;5,223.09;274.48;88.32;128,264.67;108,756.00;13,975.11;0.00;0.00;0.00;3,522,552.61
feb/2021;20,350.18;21,953.78;146,527.38;0.00;37,044.54;1,272,608.93;10,943.51;447,847.05;1,010.16;669,312.88;621,712.09;709.18;-308.70;0.00;42.85;286,352.94;110,937.00;9,954.97;0.00;0.00;0.00;3,656,998.74
mar/2021;27,765.93;29,164.03;153,583.54;0.00;36,954.44;1,417,379.54;10,508.49;513,966.39;1,291.15;773,453.52;692,240.49;417.13;116.17;0.00;95.13;187,420.65;104,570.00;11,349.78;0.00;0.00;0.00;3,960,276.38
abr/2021;25,695.84;39,782.05;128,870.62;0.00;50,964.69;1,268,491.30;9,876.20;466,275.27;1,029.93;688,389.03;610,310.75;441.82;71.76;83.00;31.83;222,753.58;108,795.00;12,887.39;0.00;0.00;0.00;3,634,750.06
may/2021;24,652.39;49,044.75;124,558.01;160.00;52,492.11;1,188,222.54;12,741.15;475,018.36;935.05;707,336.38;643,076.84;237.83;9.43;516.70;54.68;208,306.63;122,958.00;11,316.86;0.00;0.00;0.00;3,621,637.71
jun/2021;23,178.27;29,579.19;130,750.30;0.00;56,780.29;1,128,077.11;10,188.84;475,462.79;1,118.33;692,598.71;637,332.81;319.61;66.04;217.00;525.04;221,867.31;112,843.00;4,353.63;0.00;0.00;0.00;3,525,258.27
jul/2021;26,087.78;28,594.62;161,178.68;0.00;59,802.43;1,197,398.40;11,250.16;500,478.60;1,116.71;740,193.13;665,472.94;272.62;-105.71;353.00;193.49;247,257.05;89,715.00;13,270.25;0.00;0.00;0.00;3,742,529.15
ago/2021;22,702.60;28,571.40;108,263.65;0.00;50,494.29;1,104,625.93;10,524.54;492,629.81;1,034.76;668,221.54;636,824.61;480.63;73.11;380.00;0.75;209,382.44;118,471.00;10,196.20;0.00;0.00;0.00;3,462,877.26
sep/2021;24,886.79;16,940.81;119,053.02;73.32;54,470.85;1,102,655.34;10,578.96;493,058.47;1,128.98;670,418.80;605,257.76;316.84;151.91;345.00;6.86;186,654.68;91,068.00;7,911.30;0.00;0.00;0.00;3,384,977.69
oct/2021;22,594.68;22,006.99;111,134.14;0.00;55,352.31;1,166,983.39;10,922.71;497,279.70;374.12;718,676.32;675,821.54;294.75;-321.14;1,350.00;0.13;481,888.42;105,591.55;7,075.41;0.00;0.00;0.00;3,877,025.02
nov/2021;24,166.33;23,458.00;104,401.79;0.00;61,963.26;1,223,817.11;10,724.39;480,432.29;1,419.33;708,246.27;641,916.40;329.07;114.64;0.00;25.16;301,772.78;86,090.12;14,335.88;0.00;0.00;0.00;3,683,212.82
dic/2021;22,777.04;29,373.31;148,010.70;0.00;70,251.79;1,380,064.62;14,349.94;531,775.93;1,310.74;821,882.15;768,102.83;174.21;161.85;0.00;1.74;330,630.31;107,199.79;12,026.93;0.00;0.00;0.00;4,238,093.88
ene/2022;26,398.49;26,627.95;123,738.00;0.00;61,396.28;1,281,083.25;13,681.79;513,015.93;1,521.19;683,031.84;621,512.78;5,249.84;188.33;0.00;0.10;349,200.82;97,622.50;9,395.75;0.00;0.00;0.00;3,813,664.84
